C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_400.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_400.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_400.jpg,0,0,0,7.0608
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_490.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_490.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_490.jpg,0,0,0,6.576004
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_585.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_585.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_585.jpg,0,0.192714,0,6.082149
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_655.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_655.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_655.jpg,0,0.404712,0,5.95434
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_732.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_732.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_732.jpg,0,0.629913,0,6.022932
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_804.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_804.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_804.jpg,0,0.8501505,0,6.303353
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_877.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_877.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_877.jpg,0,1,0,6.622739
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_04_956.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_04_956.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_04_956.jpg,0,1,0,7.09539
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_036.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_036.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_036.jpg,0,1,0,7.54548
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_117.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_117.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_117.jpg,0.2,1,0,7.969298
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_192.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_192.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_192.jpg,0.4,1,0,8.363587
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_271.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_271.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_271.jpg,0,1,0,8.75104
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_348.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_348.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_348.jpg,0,1,0,9.187108
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_440.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_440.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_440.jpg,0,1,0,9.734759
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_514.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_514.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_514.jpg,0,1,0,10.06063
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_614.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_614.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_614.jpg,0,1,0,10.50566
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_685.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_685.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_685.jpg,0,1,0,10.84919
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_765.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_765.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_765.jpg,0,1,0,11.08816
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_845.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_845.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_845.jpg,0,1,0,11.2531
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_05_925.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_05_925.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_05_925.jpg,0,1,0,11.43953
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_06_012.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_06_012.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_06_012.jpg,0,1,0,11.30602
C:\Users\KIIT\Desktop\Datasets\IMG\center_2020_01_03_15_17_06_092.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\left_2020_01_03_15_17_06_092.jpg,C:\Users\KIIT\Desktop\Datasets\IMG\right_2020_01_03_15_17_06_092.jpg,0,1,0,11.86509
